id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
959656678655222637,Spacious room-Newly remodeled and air-conditioned,528219965,Shengjian,,West Pullman,41.67946018139774,-87.63267391313056,Private room,,365,0,,,2,90,0,R23000106845
959712797328042286,High-Floor Stylish Apt in Chi!,33127842,Kari,,Loop,41.885709806498056,-87.6209141508065,Entire home/apt,172,32,2,2024-02-06,0.31,16,149,2,
959930766561653001,"Blueground | River West, rooftop, nr L blue line",107434423,Blueground,,West Town,41.8952397,-87.6551692,Entire home/apt,,32,0,,,549,3,0,
959931405975444672,"Blueground | River North, game room, nr beach & L",107434423,Blueground,,Near North Side,41.89501,-87.62792,Entire home/apt,203,32,0,,,549,294,0,
960123019797576508,Logan Square Garden Apartment,532401571,Todd,,Avondale,41.93581,-87.70667,Entire home/apt,124,2,8,2024-06-16,2.47,1,110,8,R23000111938
960158967188957338,Entire Home + Jaccuzi! Gem in Chicago 4BD/3BA,378232184,Kimberly,,Hermosa,41.9307468586848,-87.73598883917285,Entire home/apt,352,2,8,2024-05-26,0.84,4,208,8,R23000107769
960175274763961023,New Construction White Sox Area,386230674,Dionne,,Grand Boulevard,41.80316,-87.62522,Entire home/apt,152,3,4,2024-06-15,1.46,1,311,4,R24000114635
960249964673605075,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,370154553,Innesa,,Near South Side,41.85367,-87.62377,Entire home/apt,297,1,16,2024-06-17,1.64,28,351,16,2792126
960263648165502237,Bronzeville Delight | Historic Chicago Charm,531180865,Cornell,,Grand Boulevard,41.8054,-87.61581,Entire home/apt,325,32,0,,,2,268,0,R24000116983
960287083603386415,Feel like home in this cute 1B apt,518917937,Bella,,Uptown,41.95539,-87.64994,Entire home/apt,163,2,13,2024-06-12,1.34,20,263,13,2845517
960315201978358731,Amazing room w/ deck & bathroom,518917937,Bella,,Lake View,41.95014001779421,-87.65806130364811,Private room,,32,1,2024-05-24,1,20,0,1,2845517
960325671900410638,MAG MILE/Gold Coast Getaway (+Rooftop/Gym),212313279,Nicole And Matt,,Near North Side,41.89929,-87.61976,Entire home/apt,189,2,29,2024-06-04,2.93,16,25,29,R23000098767
960498762365358104,the aurea apartments,532501869,Alantis,,Lake View,41.951058350940045,-87.66753432262158,Entire home/apt,300,1,3,2024-06-03,1.91,1,53,3,R21000064758
960754589272598359,House of KAT Properties,238929884,Saheed,,Grand Boulevard,41.82059574293416,-87.60960268047849,Entire home/apt,206,1,18,2024-06-09,1.86,2,318,18,R23000106393
960805856612466110,Updated 1880s 3BR/2BATH home,532571501,Vincent,,West Town,41.8908464,-87.66082949999999,Entire home/apt,214,1,13,2024-06-17,1.34,1,42,13,R23000107117
960952372339129856,Great location & spacious for 4,285452381,Bella And Ben,,West Town,41.8996268065996,-87.66988647405186,Entire home/apt,167,2,14,2024-06-16,1.51,5,237,14,2845517
961072717886018581,Cozy studio near Wrigley,518917937,Bella,,Uptown,41.956909001880646,-87.6515590457319,Entire home/apt,114,2,23,2024-06-18,2.29,20,237,23,R12345678901
961553004583891376,"Ely's Landing~Condo Near 71st Beach,Golf & Museums",532743533,LuxLiving Chicago,,South Shore,41.761833976026196,-87.56361431384045,Entire home/apt,201,2,7,2024-06-01,0.75,1,325,7,R23000101142
961615746450924403,1-Bedroom Chic & Furnished Apartment,148973907,Mia & Noah,,Austin,41.91812,-87.80457,Entire home/apt,109,1,7,2024-06-02,0.74,8,361,7,R23000107869
961625848079665317,"Quiet, cozy, air-conditioned living room",528219965,Shengjian,,West Pullman,41.6805782,-87.63381129999999,Shared room,35,365,2,2024-04-17,0.63,2,90,2,R23000106845
961685890880259837,Guest Bedroom Downtown In The Loop / River North,147366450,Brian,,Loop,41.88461419439096,-87.62694636055078,Private room,,1,5,2024-03-17,0.51,3,0,5,R23000106803
961689720432885828,Big room in Chicago,512642958,Ashley,,Greater Grand Crossing,41.75237,-87.61554,Private room,208,32,0,,,1,269,0,R45378965436
961747984406730253,Private room close to the beach,285452381,Bella And Ben,,Edgewater,41.98492055172438,-87.66348627787883,Private room,,2,6,2024-05-27,0.60,5,197,6,R12345678903
961754026796702594,Private Room in a very nice apt,285452381,Bella And Ben,,Edgewater,41.98497,-87.66333,Private room,57,32,8,2024-05-27,0.85,5,67,8,R12345678901
961820078290644197,Modern Loft Sleeps 3 | Mag Mile w/ Rooftop Pool,532808246,Claude,,Near North Side,41.89797,-87.63251,Entire home/apt,190,32,3,2024-05-18,0.86,2,48,3,
962220305467976403,Relaxing apt steps from the lake,518917937,Bella,,Lake View,41.95063,-87.64717,Entire home/apt,253,2,4,2023-10-01,0.41,20,266,4,2845517
962243573091106021,"Amazing location, good for 3p",518917937,Bella,,Lake View,41.95571,-87.66866,Entire home/apt,135,2,19,2024-06-14,1.89,20,256,19,R22000092472
962349839760085091,Chicago Home by Midway near Downtown Attractions,532731149,Joanna,,Garfield Ridge,41.79893204798354,-87.7575124815384,Entire home/apt,128,2,21,2024-06-05,2.74,1,306,21,R23000107881
962495821255361646,Studio Haven in Rogers Park,480341243,Ash,,Rogers Park,42.007903835469676,-87.66600814062657,Entire home/apt,96,1,80,2024-06-04,8.00,10,176,80,R22000092274
962572639880769401,Lakefront Loft on Lake Shore Dr - Lease Required,52012780,Nichole,,Near North Side,41.89152389928119,-87.61405662280308,Entire home/apt,212,183,0,,,1,365,0,
962973538149687255,Trendy 2bdrm unit-15mins to dwtn,175692579,Max,,Douglas,41.83108506353347,-87.61995067265855,Entire home/apt,124,2,13,2024-06-09,1.38,4,49,13,R24000114656
963022789312055121,3BR Spacious Apartment w/ In-Unit Laundry,435770634,Nico And Dyan,,Albany Park,41.96209139967857,-87.70975844167624,Entire home/apt,187,1,30,2024-05-31,3.16,10,130,30,R23000109244
963027377545130422,Perfect spot close to Wrigley,518917937,Bella,,Uptown,41.956675771848936,-87.65146852187567,Entire home/apt,190,2,9,2024-05-19,0.93,20,259,9,2845517
963069594096249740,The Professional's Playground,1118796,Stephanie,,Loop,41.88422,-87.63222,Entire home/apt,220,6,30,2024-05-26,3.19,16,182,30,R23000104031
963133548021652179,Updated 2 Bed + Den Garden Apt,533116573,Jason,,Portage Park,41.9621159,-87.764315,Entire home/apt,106,32,0,,,1,212,0,
963150679948000136,Spacious apt centrally located,518917937,Bella,,Lake View,41.954075063578415,-87.66998645414749,Entire home/apt,158,2,10,2024-06-20,1.17,20,257,10,2845517
963331552973443674,Charming Two Bedroom Wicker Park,533191182,Bilalahmed,,West Town,41.90936,-87.69008,Entire home/apt,234,1,19,2024-04-05,2.10,2,178,19,R20000052148
963332946416995920,Hidden treasure upstairs bedroom,116130012,Alexis,,West Englewood,41.78863715114413,-87.66251507343303,Private room,29,32,0,,,6,229,0,
963662866920224304,"Blueground | Uptown, rooftop, nr hospital & beach",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,,32,1,2024-05-04,0.61,549,0,1,
963685136094121934,Airy Avondale Getaway with King Bed,228590151,Moises,,Avondale,41.9399056613418,-87.716765211175,Entire home/apt,119,2,14,2024-06-03,1.43,2,57,14,R24000113107
963701505055635229,Oasis in the City,158998071,Lynn,,Lincoln Park,41.9316,-87.66269,Entire home/apt,356,32,0,,,2,226,0,
963709016359427357,3B/3BA Luxury Navy Pier Corner Sky Loft  & Gym,67751745,Brett,,Near North Side,41.89185275672095,-87.61930202291173,Entire home/apt,535,3,10,2024-05-29,1.03,8,134,10,R23000104903
963740164148759807,WP2S -Amazing Rm mins from Downtown & UofC 2a,45957293,Deidra,,Washington Park,41.78737,-87.61711,Private room,53,1,3,2024-05-15,0.41,6,212,3,R23000109203
963750001614444503,2BR Vibrant South Loop Apartment,67751745,Brett,,Near South Side,41.86736905872034,-87.62413305898008,Entire home/apt,445,32,13,2024-06-15,1.32,8,149,13,R23000107266
963809214914110304,Convenient Stay Downtown! Close to The Marina,501999514,RoomPicks,,Loop,41.88683318314595,-87.62641536917346,Hotel room,399,1,1,2024-05-13,0.75,23,353,1,2863615
963811529995251502,Comfort and Convenience! Pets are Allowed!,501999514,RoomPicks,,Loop,41.886587637785574,-87.62651189887661,Hotel room,399,1,0,,,23,335,0,2863615
963836835414391111,Relaxing Stay Downtown! Pets are Allowed,501999514,RoomPicks,,Near North Side,41.888447727016704,-87.62688744667747,Hotel room,399,1,12,2024-06-10,2.09,23,346,12,2863615
963844592938510449,"Rare Gem! Pets Allowed, Near Marina City",501999514,RoomPicks,,Loop,41.88809403378832,-87.62477231912753,Hotel room,319,1,1,2024-05-24,1,23,358,1,2863615
963847883346017321,"You Found it! Pets Allowed, Near Picasso Statue",501999514,RoomPicks,,Loop,41.88823830916403,-87.62618587936724,Hotel room,319,1,0,,,23,358,0,2863615
963853738970201021,Chicago Downtown Elegance! Pet-Friendly Stay!,501999514,RoomPicks,,Near North Side,41.88833024200146,-87.62641350270103,Hotel room,319,1,0,,,23,0,0,2863615
963854724290935291,"Relaxing Getaway in Chicago w/ View, Pets Welcome!",501999514,RoomPicks,,Loop,41.88621810812601,-87.62687186397162,Hotel room,399,1,7,2024-04-28,0.89,23,278,7,2863615
963855701972806041,2 Pet-Friendly Units! Near Chicago Riverwalk,501999514,RoomPicks,,Loop,41.886839025615124,-87.62658737801762,Hotel room,399,1,8,2024-04-28,1.13,23,263,8,2863615
963856902708470099,"Relaxation Retreat! 3 Modern Units, Near The Cove",501999514,RoomPicks,,Loop,41.88837321233426,-87.62594212432643,Hotel room,399,1,1,2024-03-06,0.28,23,256,1,2863615
963923803461918421,Cool spot in cool neighborhood,12877384,Tanya,,East Garfield Park,41.88140317058017,-87.69749526640773,Entire home/apt,50,2,3,2024-03-17,0.47,2,131,3,R21000073422
964229597479180536,"Blueground | West Loop, pool & grills, nr market",107434423,Blueground,,Near West Side,41.8849811,-87.66407509999999,Entire home/apt,157,32,0,,,549,294,0,
964405578667249957,Comfortable bed space.,329684290,Kiara,,Auburn Gresham,41.74931591819709,-87.66527447454389,Private room,241,32,0,,,2,270,0,R73957238736
964552002835515790,Live Like a Local in Wicker Pk. Fireplace+Grg+W/D,517271687,Yesenia,,West Town,41.9105673817329,-87.69076433826234,Entire home/apt,350,3,2,2024-06-09,0.62,3,120,2,R23000099256
964772031713891267,The Colorfully Comfy Little Garden Apartment,17160709,Cindy,,Logan Square,41.923131445389174,-87.71831099213621,Entire home/apt,92,1,32,2024-06-17,3.62,1,251,32,R23000108317
964949335932406789,"Blueground | Uptown, rooftop, nr L red line",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,,32,0,,,549,27,0,
964949640914649520,"Blueground | Uptown, indoor pool, near beach",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,,32,0,,,549,15,0,
965189370365713872,Modern and Cozy 1 BR Apartment,80500920,Amanda,,Humboldt Park,41.90750969834256,-87.72233976677187,Entire home/apt,72,32,0,,,2,67,0,
965210760580826273,WP2S-central location-mins away hospitals 1a,45957293,Deidra,,Washington Park,41.78911571680794,-87.61506314015394,Private room,53,2,4,2024-04-12,0.48,6,166,4,R23000109203
965230137032411148,Spacious Studio unit-C6,533550346,Mutlu,,West Town,41.90493623085556,-87.67058779614278,Entire home/apt,120,1,4,2024-04-02,0.42,2,260,4,R23000106077
965891585348298312,Two bedrooms in Logan SQ house,25863721,Sangeeta,,Logan Square,41.919983858251655,-87.695308107545,Private room,70,32,0,,,2,149,0,
965928937803215004,Bronzeville Lux - 2bd 1ba,340442933,Martin,,Grand Boulevard,41.81187,-87.61344,Entire home/apt,145,1,8,2023-12-20,0.82,2,86,8,R23000107459
965967215198005689,NEW! Spacious Modern 5 BD Condo,10981313,Aly,,West Town,41.901756452276544,-87.6640138051785,Entire home/apt,500,1,26,2024-06-20,2.79,3,53,26,R23000105298
966002292727231451,Zen Oasis of Elegance: Expansive Executive Home,235678953,Patty,,Lower West Side,41.84775993612809,-87.6764742027118,Entire home/apt,399,2,19,2024-06-04,1.93,26,231,19,R24000114042
966131842734816579,Grand house,533873888,Auburney,,Humboldt Park,41.90687862616536,-87.72416224942549,Private room,200,32,0,,,1,269,0,
966148804844532645,"The Morgan - Luxe Highrise w/ King Bed, Gym, Pool",441260321,World Class,,Loop,41.874687484437615,-87.63264115584488,Entire home/apt,152,60,1,2024-04-09,0.41,2,290,1,
966612462754620263,"Ideal, Spacious & Furnished 1BR Apartment",458968716,Luanne,,Irving Park,41.95984683658069,-87.72979929655702,Entire home/apt,125,1,7,2024-01-15,0.79,10,177,7,R23000109444
966626672601287618,Near Wrigley Field+Parking+Patio+95 Walkscore+Desk,51767459,Eva,,North Center,41.94439209999999,-87.6878702,Entire home/apt,243,3,31,2024-06-12,3.43,3,62,31,R23000108019
966644008036474930,Enchanting 1-Bedroom Lakeview Apartment,473817080,Jaden,,Lake View,41.938450463938025,-87.6706188310641,Entire home/apt,116,1,9,2024-05-22,1.00,9,181,9,R22000092006
966878896066525267,Cozy and beautiful room,360666874,Sandra,,Albany Park,41.96520243688832,-87.73232397697093,Private room,,32,2,2023-12-31,0.23,3,19,2,
966894702821517886,Belmont Heights SFH Oasis,169297663,William,,Dunning,41.93458,-87.81439,Entire home/apt,278,1,17,2024-05-13,1.75,19,326,17,R23000106428
967317432760609494,Cozy 2 bed Ukrainian Village,534152154,Joanna,,West Town,41.90401,-87.68001,Entire home/apt,164,2,2,2024-06-11,0.29,1,303,2,R23000109596
967409998575325875,Bucktown Home - Great Location!,194061478,Austin,,Logan Square,41.91906366244548,-87.68272746862533,Entire home/apt,724,1,2,2024-06-16,2,1,148,2,R23000107635
967858506833211151,"Blueground | Uptown, gym & rooftop, nr red line",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,,32,0,,,549,0,0,
967964972960596107,"Stunning, Enormous Single-Family Home",19645168,Brandon,,North Center,41.93803,-87.67395,Entire home/apt,804,2,19,2024-06-04,2.89,16,218,19,
968037086260126472,"Chic Chicago Getaway w/ Deck, 7 Mi to Downtown!",121719854,Evolve,,Austin,41.8859679,-87.74832119999999,Entire home/apt,156,2,0,,,33,312,0,R22000079719
968097358507575917,Modern Elegance: 4BR Duplex w/ Free Garage Parking,82950654,Jummy,,Austin,41.900071,-87.75178319999999,Entire home/apt,251,1,8,2024-05-27,0.82,1,257,8,R22000090675
968139779528332197,French Country Corner,272738333,Siow Mei,,Rogers Park,42.01401648916087,-87.6788944682,Entire home/apt,99,32,0,,,2,186,0,
968215636057391689,Comfy and Serene Studio Apt in Chicago,459240409,Julien,,Portage Park,41.960798297396245,-87.75457679836524,Entire home/apt,96,1,10,2024-06-02,1.13,9,179,10,R23000109443
968251565242963868,Haven of cozy room,360666874,Sandra,,Albany Park,41.96646239251339,-87.73294482117008,Private room,42,32,1,2023-11-04,0.13,3,71,1,
968319771367582441,W. Loop 1BR Lux. Bldg Gym Pool Rooftop w/ Parking,6247532,Kerem,,Near West Side,41.88607312545159,-87.66372735153845,Entire home/apt,250,32,1,2024-01-02,0.17,1,335,1,
968360206877840581,Immaculate & Spacious Lakeview /Wrigleyville!,430882859,Rachel,,Uptown,41.95503107360869,-87.64951659243779,Entire home/apt,159,2,39,2024-06-19,4.09,1,70,39,R23000108155
968393021603989682,Flexhome Avondale 3BR Private Home S1,497660633,Flexhome,,Avondale,41.93972,-87.71037,Entire home/apt,194,32,2,2024-03-04,0.25,20,24,2,
968798652440071530,Room twin XL,3186645,Jorge,,South Chicago,41.741221983056256,-87.54936047134815,Private room,19,32,0,,,7,59,0,
968929104784500862,Taste the Best of Chicago,12987577,Fredricka,,South Shore,41.7667,-87.56832,Entire home/apt,141,2,18,2024-06-17,1.91,1,241,18,R23000107799
969159516611516032,Dreaming in the clouds,457996544,Nicholas,,Englewood,41.79381,-87.64529,Private room,43,2,28,2024-06-03,3.07,6,72,28,R21000074252
969630253358291765,Beautiful Magnificent Mile/Rush street condo for 8,243035563,Studebecker,,Near North Side,41.9018284098541,-87.62414911789445,Entire home/apt,458,2,20,2024-06-09,2.17,39,345,20,2792126
969756474379333345,Enthralling Condo In Sought After Lakeview,111062630,Kyriako,,Lake View,41.9486792,-87.6727942,Entire home/apt,195,2,33,2024-06-12,3.78,22,218,33,R22000088369
969768212770420822,"Sleek 2 Bed, 2 Bath Condo in Trendy Fulton Market",235678953,Patty,,Near West Side,41.88788251991582,-87.64391590264253,Entire home/apt,374,2,18,2024-06-12,1.91,26,223,18,R23000108193
969770340596412895,3 Bed Apartment in Chicago by the lake,50341495,Yahya,,Rogers Park,42.018549,-87.666282,Entire home/apt,195,2,11,2024-06-13,3.37,1,152,11,R24000112965
969867035985372617,10 min to Chinatown 15 Downtown,400968782,Yongze,,Mckinley Park,41.83572,-87.66668,Private room,43,1,9,2024-04-21,0.94,8,254,9,R22000086858
970238366673217357,The Burrow at Wrigley,3230291,David,,Lake View,41.94621,-87.66582,Entire home/apt,144,3,21,2024-06-16,2.24,16,335,21,R23000103590
970240664029000583,Dream Chasing Apartment,534753222,Linong,,Bridgeport,41.839217955670954,-87.64098866666914,Entire home/apt,581,1,3,2024-05-27,0.37,1,348,3,R23000109328
970339745183836934,Have fun in a  comfortable home,531889983,Martianna,,Englewood,41.77576,-87.63377,Entire home/apt,265,32,0,,,1,90,0,
970364880152686433,Urban Oasis: Heart of Chicago,184488000,Eric And Erika,,Lower West Side,41.84867265359578,-87.68745596502212,Entire home/apt,165,28,1,2024-03-31,0.36,3,197,1,R23000111103
970915238010653455,Spacious Chicago Home ~ 6 Mi to Wrigley Field!,121719854,Evolve,,West Ridge,42.00075,-87.7081,Entire home/apt,271,32,1,2023-12-08,0.15,33,331,1,
971193422148968591,3 BR+Den&2 Baths Duplex/Roscoe/ Sleeps 6+ (CLY2R),131630879,Olga,,North Center,41.9382009,-87.6868015,Entire home/apt,179,32,0,,,5,154,0,
971255870244911901,M-Lovely & Convenient in Chicago,170551048,Lyn,,Lake View,41.95434,-87.64987,Entire home/apt,147,32,13,2024-05-24,1.36,22,266,13,2845517
971999364633932826,"Lucky, Bucktown/ wicker park.",505675674,Argelia,,Logan Square,41.917961750512404,-87.680309638381,Private room,175,3,3,2024-06-05,0.35,4,53,3,R23000098050
972011959303805892,Chic Comfort by UChicago Campus!,106947291,Rebecca,,Woodlawn,41.7850366,-87.6105863,Private room,54,1,22,2024-05-28,2.78,1,32,22,R23000109033
972041880181560435,Fully Equipped Cozy 4/5 BR,535224767,Jacob,,Roseland,41.72402185148999,-87.62124432820019,Entire home/apt,246,1,4,2024-05-27,1.35,1,217,4,R23000111558
972689084201693273,Kosher House in West Rogers Park - Guest suite,17149622,Larisa,,West Ridge,42.00545,-87.70107,Private room,150,32,0,,,2,268,0,
972934054476960697,3B/3BA Luxury Sky Loft | Panoramic Views & Pool,37190789,Jason,,Near North Side,41.89203071572745,-87.61738996016383,Entire home/apt,535,2,16,2024-06-17,1.76,4,165,16,R22000084391
972960141747114131,"Blueground | Uptown, rooftop & grills, nr beach",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,,32,1,2023-12-26,0.17,549,0,1,
972960470786814239,"Blueground | Uptown, gym boxing ring, nr red line",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,,32,0,,,549,5,0,
972960748554579741,"Blueground | Uptown, indoor pool, nr trail",107434423,Blueground,,Uptown,41.96921,-87.65582,Entire home/apt,,32,0,,,549,1,0,
973002409814456767,"Blueground | Uptown, firepits & indoor pool",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,139,32,0,,,549,33,0,
973122034984827609,Francisco House,535470030,Janice,,Ashburn,41.74447,-87.69362,Entire home/apt,173,7,5,2024-05-31,0.74,1,255,5,R23000095694
973142993811034666,Superiorhaus Noble Square Sleeps 16 Hot Tub/garage,19456803,Tom,,West Town,41.89488,-87.65778,Entire home/apt,1050,3,25,2024-06-16,2.83,1,288,25,R23000104609
973172005270457229,Cozy 2 bed Condo in Bronzeville!,63733290,Adam,,Grand Boulevard,41.803354,-87.6105819,Entire home/apt,86,2,21,2024-06-10,2.46,1,225,21,R23000109211
973549759355717758,Exclusive McCormick Place Unit,389492778,Toy,,Douglas,41.845,-87.62659,Shared room,105,32,0,,,5,198,0,
973593687964378809,Entire McCormick Place Unit,389492778,Toy,,Douglas,41.84455,-87.62663,Shared room,225,32,0,,,5,270,0,
973692467290595787,"Blueground | Lakeview, gym, nr lakefront trail",107434423,Blueground,,Lake View,41.9404106,-87.64149839999999,Entire home/apt,204,32,0,,,549,165,0,
973831720936702081,Sophisticated Twnhm in Prestigious S. Lincoln Park,111062630,Kyriako,,Lincoln Park,41.9121347,-87.6500129,Entire home/apt,334,2,29,2024-06-16,3.07,22,240,29,R19000037446
973903636912438854,Comfy secluded room Lincoln Sq.,158356069,Thato,,Lincoln Square,41.96675,-87.68688,Private room,33,32,0,,,1,232,0,
974143564029685591,Modern flat in the heart of Wicker Park!,208571914,Shane,,West Town,41.90903,-87.67367,Private room,305,2,1,2024-02-19,0.24,1,269,1,R23000110918
974518759838488145,Gem of a find with River Access!,395141659,Sarah,,Albany Park,41.966817619146845,-87.70051984985001,Entire home/apt,120,32,0,,,1,293,0,
974519400058663958,"Blueground | Uptown, gym & pool, nr L red line",107434423,Blueground,,Uptown,41.96920519999999,-87.655816,Entire home/apt,,32,0,,,549,0,0,
974738343906554902,Flor de Luna ~ Little Village Chicago Retreat,153675157,Anjali,,South Lawndale,41.84589838167533,-87.70871002027167,Entire home/apt,125,2,21,2024-06-11,3.56,1,227,21,R23000112081
974786333031073725,The Boxcar,9710624,Rhett,,North Center,41.9549928,-87.6743137,Entire home/apt,435,3,2,2024-06-16,2,1,310,2,R24000117153
975038581146287656,Immaculate Apartment in Chicago,9860978,Ilya And Sandy,,Greater Grand Crossing,41.753001496794504,-87.61449728161097,Entire home/apt,55,30,1,2024-04-08,0.40,2,137,1,R23000109581
975266361516802437,Room in Avondale Area!,59790590,Lisset,,Irving Park,41.94972,-87.73055,Private room,75,32,0,,,1,261,0,
975282425907513451,"Blueground | South Loop, b-ball, pool, nr colleges",107434423,Blueground,,Loop,41.8694789,-87.6312255,Entire home/apt,421,32,0,,,549,324,0,
975300414159639624,2 Bed / 1 Bath near O'Hare,13168762,Tim,,Portage Park,41.96348,-87.78201,Entire home/apt,131,1,2,2024-05-22,1.25,3,74,2,R23000101774
975331272734165295,Cozy 3 BRM Duplex/9 mins from MDW airport,407186551,Johanna,,West Lawn,41.78139,-87.71305,Entire home/apt,175,2,10,2024-06-16,2.88,2,310,10,R22000087680
975407160632841105,Modern South Loop Apartment |  2BD  w |  Lake View,157800546,Michelle,,Near South Side,41.8630881652766,-87.6266816184339,Entire home/apt,251,2,35,2024-06-20,3.76,1,116,35,R23000107845
975474027920930068,Artist Designed Penthouse -West Town!,5228189,Matthew,,West Town,41.89448,-87.66711,Entire home/apt,220,2,3,2024-06-05,0.50,21,50,3,R22000088011
975525222822946977,Unique Home-West Loop/Illinois Medical District,139138403,Andrea,,Near West Side,41.8784,-87.66774,Private room,70,32,0,,,1,194,0,
975595887036471791,Beautiful Guest Accommodations,223172033,Kassia,,Loop,41.86915585385099,-87.62741744573428,Private room,191,32,0,,,1,269,0,
975640262688905718,Room H3,3186645,Jorge,,South Chicago,41.74064,-87.55166,Private room,24,32,0,,,7,68,0,
975802849898108433,"Blueground | Lakeview, gym, nr trail & park",107434423,Blueground,,Lake View,41.9404106,-87.64149839999999,Entire home/apt,301,32,0,,,549,298,0,
975806375396218857,"Blueground | S Loop, sauna & fire pits, nr park",107434423,Blueground,,Loop,41.86948,-87.63123,Entire home/apt,190,32,1,2023-12-13,0.16,549,329,1,
975971116134741616,Million Dollar Views! Luxury Downtown Skyhouse!,6341314,Pillowhead,,Near West Side,41.87812748821493,-87.64663716728562,Entire home/apt,595,2,2,2024-05-06,0.71,5,302,2,R24000116720
976024216531551189,Entire Unit+By Wrigley Field+Parking+Laundry+Patio,51767459,Eva,,North Center,41.94439209999999,-87.6878702,Private room,186,3,24,2024-05-27,2.66,3,62,24,R23000108019
976060968448290168,Beautiful Gold Coast Apartment,509411955,Cameel,,Near North Side,41.90124788760436,-87.63394118730714,Entire home/apt,150,3,5,2024-06-16,2.63,8,291,5,R23000102342
976106596872684948,Spacious 2BR Apartment near Airport,488124046,Garrie,,Portage Park,41.96587,-87.76694,Entire home/apt,115,2,33,2024-06-06,3.57,4,160,33,R23000098306
976106807063239067,Level- One Bedroom Suite Located in River North,177188450,Level,,Near North Side,41.8918321,-87.6381974,Entire home/apt,306,32,1,2023-11-16,0.14,59,316,1,
976216845304671824,Cozy Lincoln Park 1 Bedroom,12900621,Steve,,Lincoln Park,41.93176281203523,-87.64316793923754,Entire home/apt,100,32,1,2024-03-31,0.36,1,171,1,
976256083466606096,"The Study @ The Douglas / McCormick, IIT & Sox",324062872,Shandi,,Douglas,41.83284397547101,-87.62171443551779,Entire home/apt,215,3,6,2024-06-09,1.88,1,247,6,R24000114633
976519894915219656,Room H9,3186645,Jorge,,South Chicago,41.73932950531773,-87.5516871316982,Private room,24,32,2,2024-04-11,0.25,7,34,2,
976753910696675016,Spacious 3BR in Andersonville - Just off Clark St,496426624,Jose Diego,,Edgewater,41.9796322,-87.66741780000001,Entire home/apt,172,2,30,2024-06-09,4.27,1,249,30,R23000108336
976998614768513719,2 connected APT’s near DT for families/Big group,11120895,Louis,,Near West Side,41.87533346319531,-87.68949168494989,Entire home/apt,527,2,1,2023-11-05,0.13,5,305,1,R21000072889
977144971555557664,Self Check in 10 min Downtown Chicago p9,260588213,Zaine Lizandra,,Mckinley Park,41.8259969652096,-87.66915103230994,Private room,35,2,9,2024-06-17,1.10,11,335,9,R21000063925
977146446488984815,Self Check in 10 min Downtown Chicago p4,260588213,Zaine Lizandra,,Mckinley Park,41.827913220389725,-87.66786574590476,Private room,35,1,8,2024-03-07,0.89,11,326,8,R21000063925
977980712187801208,"Blueground | S Loop, gym & game room, nr schools",107434423,Blueground,,Loop,41.8694789,-87.6312255,Entire home/apt,171,32,0,,,549,320,0,
978198160675635304,"Urban Oasis: 3BR Skyline view, Free Parking",27275184,Ditron,,Lincoln Park,41.9115834,-87.650014,Entire home/apt,451,1,17,2024-06-19,1.83,3,313,17,R23000107956
978230041428628189,Lakeview one bedroom awaits you!,259946824,Chris,,Lake View,41.95425,-87.67258,Entire home/apt,139,2,4,2024-06-17,1.90,1,205,4,R24000114657
978253016018696339,4BD2BA 5 minutes from Chicago U!,508660064,Yannique,,Woodlawn,41.7742,-87.59669,Entire home/apt,69,32,0,,,1,121,0,
978362475633211277,Historical 5 Br villa/patio/garage/fireplace/grill,243035563,Studebecker,,Lincoln Park,41.91637758944739,-87.63861442384989,Entire home/apt,572,2,9,2024-05-21,1.08,39,1,9,2792126
978397894206180234,2 BR Apt | Garage | I-90 | No Cleaning Fee,5720152,Pam,,Greater Grand Crossing,41.7645291,-87.60214769999999,Entire home/apt,155,1,19,2024-06-06,2.10,6,35,19,R23000098717
978463124281550987,Cozy & Cute 1 Bedroom Oasis,425799267,Anna,,Hyde Park,41.79792,-87.58301,Entire home/apt,80,32,3,2024-02-17,0.37,2,189,3,
978542250158238733,Artist Oasis 1BR Chic Retreat - West Town!,5228189,Matthew,,West Town,41.89584868619998,-87.66774148334017,Entire home/apt,,2,15,2024-05-22,1.78,21,0,15,R22000088011
978572840391078096,Garage Spot Included! Near brown line! Hestia Apt!,119669148,Tara,,North Center,41.95276353150729,-87.6816256811231,Entire home/apt,320,2,6,2024-06-02,0.75,3,174,6,R23000112399
978916872596928484,"Blueground | Lakeview, gym & grills, nr trail",107434423,Blueground,,Lake View,41.94041,-87.6415,Entire home/apt,631,32,0,,,549,266,0,
